harmonic_1,harmonic_2,harmonic_3,harmonic_4,harmonic_5,harmonic_6,harmonic_7,harmonic_8,harmonic_9,harmonic_10,harmonic_11,harmonic_12,harmonic_13,harmonic_14,harmonic_15,harmonic_16,harmonic_17,harmonic_18,harmonic_19,harmonic_20,harmonic_21,harmonic_22,harmonic_23,harmonic_24,harmonic_25
-40.039565550123775,-43.98076418229873,-59.24085648827254,-45.71600882290593,-42.15986502736072,-51.60304147354648,-57.95961279942138,-59.80210252547771,-58.28013136937013,-67.28478126383045,-65.83862216716386,-64.34058526173693,-62.85891329746431,-72.78890658084103,-78.72513825315558,-73.20428316450493,-81.29672345747473,-74.59003943526679,-74.1006288420084,-88.81977612328149,-82.22546005017426,,,-80.86954043245072,-84.90384421304402
-37.70796793688456,-40.84568165228472,-42.91990086416996,-54.249650783535486,-51.37222625292606,-48.646173276961605,-52.59171987970021,-67.04411601305577,-71.55176163982144,-51.00037805982402,-56.559426664185736,-70.89878225577566,-65.8898965568993,-63.53118399575786,-71.63857509352752,-68.82111635984857,-72.87592179376209,-78.4152086729093,-67.64740617836566,-73.79729865215094,-81.4192367978249,-84.05069320144244,,-88.9850188575064,-75.36897184151809
-39.02774223500005,-49.637949632233216,-39.357404649958276,-50.93385781921388,-46.469466367796194,-54.77509235039779,-68.29181265906698,-62.81138600191865,-69.17811287687084,-62.28599556566128,-69.85424630023881,-79.0678743268083,-73.66624082082159,-85.05187368182331,-85.24354303456593,-75.32849641980575,-84.13554543003663,-82.5179038992377,,-85.69386727953989,-86.46304974751494,-86.46304974751494,,,
-40.6232401352701,-31.361157445966175,-33.63483690878838,-37.80909032889253,-31.547524955183118,-38.8551886857823,-55.76038088225235,-46.03114064405321,-40.11128708641848,-55.63768394640249,-55.056559700554615,-51.94963009627941,-61.94872336166974,-54.062918238736415,-59.88174358950958,-58.87665948901731,-73.30541736243087,-62.515003597854545,-66.11673946613566,-74.01511115074229,-73.28985265834622,-74.04971786041655,-77.02776553102616,-73.32139902698137,-68.19172690946674
-36.96319788915565,-59.21335488681335,-54.20589736766216,-68.46271801713499,-59.36242868070445,-61.7839601230666,-59.330168436318324,-76.35087665951723,-71.25460816867336,-78.45937157822864,-78.50100137070639,-88.62241680597648,-87.32240165257613,-77.79426905819284,-87.9941529631942,-89.15507629690103,-88.60165669027948,,,,,,,,
-43.21714334318554,-36.19642643742646,-37.69335895131016,-59.057459421052144,-43.64522328664498,-46.75786189722364,-62.5516941231752,-59.16573274546437,-40.92558765846962,-53.962151856973705,-63.73773431655758,-51.3683096249984,-68.8137150241627,-72.14649751438229,-66.16270748918183,-66.62629599516379,-69.39032387152241,-67.79755633266612,-66.66475414987015,-75.79085899299537,-73.08180572804196,-71.43337635829472,-81.57874883651047,-69.1814167341676,-74.37998885502704
-48.44805235651444,-46.99297077778496,-81.97819818925815,-56.54434820670629,-80.32454605295953,-65.58967673832693,-76.20425196986342,-70.04658649839809,-78.24016725071445,-78.19947554630424,,-85.26696132551058,-81.31272382430883,,-85.51810663019721,-88.58122145488649,,,-88.58122145488649,,,,,,
-51.19393476122591,-40.44650441911833,-52.01051646439156,-66.68244759056643,-44.86120344318913,-73.94989801282321,-62.140141804970824,-64.19595683566905,-64.59755350477613,-70.66492160138303,-69.7808146454028,-76.40625288526604,-81.21129319901192,-78.96538485366673,-82.57327774006741,-78.52697402854056,-78.31432014962449,,,-78.624390924151,-84.03478330249189,-89.56643110555919,,,
-38.54725723807096,-28.44249658105904,-36.98838727970341,-41.191540127597335,-50.2753204305431,-50.07970454955981,-52.07329557070532,-48.53512664344934,-45.210655524329226,-62.16873329793608,-50.313311504959465,-48.16615575759975,-52.51979545038958,-68.88975173033948,-59.98393950618439,-65.40369887623955,-67.50552151101395,-64.65453391156181,-67.08701024439729,-79.94667252468984,,,,,
-37.13162908467672,-23.98515680393229,-38.51606630427247,-36.25124924328683,-35.19994169056655,-42.03009298544712,-35.546619603394205,-34.72115216074284,-37.46088231334117,-44.51180391423455,-49.91917563396683,-54.38516732052863,-67.55486818719484,-50.58032554979288,-43.80058880513056,-47.5059659482998,-59.98909310986095,-49.96172076559862,-47.44935206429532,-49.3923041958549,-53.29717009669024,-50.12798279018957,-57.625483550946015,-53.68836856575127,-54.58349223081044
-36.203132325259254,-30.62732178641717,-43.9893625173511,-40.26706967317108,-53.65755103383818,-48.73670340897247,-45.838476839956215,-49.163820678801066,-49.303074065441066,-68.58182281306394,-64.40704081374187,-67.06976507080276,-63.703363198919156,-88.75930088037632,-62.16594402298134,-64.82642272877357,-78.89357760212982,-74.01413157053014,-74.09720920789695,-69.79999660340198,,,,,
-58.02692489312386,-47.698862621178016,-55.87966398699687,-51.45936115427006,-56.833913187048665,-72.7055198960028,-69.13118043349756,-84.28120946565681,-74.4644885294676,-74.38109408760778,-75.27932297774062,-85.49463205201536,-82.36319355512734,-83.62044106628683,,-85.77865677055769,,,,,,,,,
-14.740379116174015,-23.73521793634677,-37.891359536805865,-30.169883590744515,-32.790969535044624,-38.22026482049974,-32.19082443595326,-51.373562529978734,-47.981049327745296,-47.85757625913339,-49.31795241143717,-75.77670980741637,-54.527893900331044,-50.877764924601784,-65.96360688847336,-42.99553249442466,-47.40397657179337,-48.319432061821466,-63.16054903517101,-65.27401608912139,-61.10509303396869,-67.30826659734693,-75.60787248654894,-73.87320618955728,-64.80931676089698
-16.212965940703224,-25.0467844596726,-43.7826566860299,-32.698906225002,-38.69277147808161,-43.967292812841684,-38.39403473984827,-45.70091074372149,-51.93172838942119,-55.642237066078565,-53.98857537141657,-58.70581164884367,-61.828489709248075,-46.971719059205256,-50.7642652443981,-60.365469565448166,-64.4651122319292,-59.103693459724596,-64.73132740819504,-67.81230966572801,-65.75615702992141,-64.42044241483465,-73.6778125178459,-85.76678014996659,-77.6331558788167
-38.692381215545815,-62.673237902668895,-57.86989158070823,-55.73541137977934,-56.10003901653048,-72.0804696989117,-64.3862632714669,-76.2905756965393,-73.84523789829481,-69.62839452052309,-88.70318502719546,-84.87957162331641,-81.23385508504879,-79.19650565633083,-85.34411012138465,-84.45169492011576,-86.43609687288934,-75.15415474405333,-88.43213708468384,,,-89.69490931689893,,,
-23.937588089567626,-31.449013833552826,-36.03644754487804,-42.15245205606605,-44.95116575533344,-59.98751617325358,-55.489795196286465,-67.82649720898362,-64.71257146441408,-67.64554614855447,-72.15066377460792,-69.02726784232367,,-71.45537385089706,-74.01086602422569,-80.56207917920695,-80.21319593511336,,,,-85.29000532655823,,,,
-39.78812350775314,-49.44269110718613,-43.849684208448565,-49.39313470919551,-63.75598281666186,-70.29803455875286,-75.09195641295581,-81.09723021594786,,-81.19008615183428,-73.69697991856708,,,,,,,,,,,,,,
-49.16190407721996,-60.12313019970532,-69.1173739240296,-73.63203875001355,-73.74920360266162,-75.24080549508271,-88.58029732346962,-82.20907720570867,-84.43984563176546,-88.2039979218529,-81.43497819440324,-87.74701058852428,-89.61054220514873,-89.22856658692439,,-89.15107396766749,,,,,,,,,
-33.7595228082374,-46.083344407425066,-33.6760580943339,-32.96549909142304,-36.8247842713716,-34.68302182703211,-42.373624981946854,-47.11661862114164,-59.84935609208099,-48.15974273178106,-49.71979923713309,-47.32814558525449,-55.88779102946087,-48.72828982953283,-75.28317421445195,-55.70391097161353,-71.37642297769294,-61.16034227544743,-69.44798938119415,-74.77711688472006,-78.254230003849,-81.7344898505275,-77.606412441255,-75.23788232079923,-81.52274352787437
-31.618078549987466,-27.559013528175083,-41.78565344777263,-51.17643371542342,-62.822885654521606,-47.63668933043205,-39.60030077321166,-37.93412774407233,-47.55318639526124,-56.363940422159885,-61.59342236952712,-59.10993996449284,-58.84685663649744,-56.057042472870656,-55.65834172647163,-59.75179628760598,-58.9896289132182,-71.08351406499268,-65.19868641314756,-66.96403057939489,-73.22042403668004,-67.73489548850729,-77.96635590402448,-70.91079517503287,-74.06198640670466
-32.5118518645446,-35.34912982157984,-30.711820646471832,-44.325962444415296,-45.31041064409311,-41.68849417419996,-47.770206941422096,-66.28499096132477,-61.73557143992722,-53.467855849420964,-60.890131742702664,-71.61818582844205,-66.47589478511173,-82.51487689516233,-67.05501401360478,-71.73612888951963,-85.6193566985517,-77.9633307786836,-71.83132242628662,-71.83132242628662,,,,,
-53.262167999871345,-51.95506021096324,-48.124245601722336,-47.57793910394998,-47.49590276310165,-64.47874895268343,-69.8327081907084,-74.77398219449259,-68.09665373313806,-85.1077680338636,-80.4442833079392,-74.6657897434041,-84.13599242743129,-74.2368496673206,-87.08847651893836,-87.38158307362424,-82.16686113193927,-80.5994549995512,,,,-88.9990251981811,,,
-37.053307318769676,-48.95984391906933,-52.11466169742209,-51.17411047949286,-58.576343042777125,-54.657601891265564,-50.36713726462449,-49.9155986423417,-41.185463017631825,-57.417719582466624,-56.074941759829464,-57.52058921262725,-53.664975713180326,-65.40006423029362,-52.446307195568025,-62.03288179589829,-64.41696693986515,-63.015949764515696,-68.50201094964623,-78.6845850885488,-68.09317150004156,-82.07940762478798,-73.21037597577609,-76.43320623108347,-88.67328189287785
-41.953881908423995,-50.58081769919185,-53.361961289752045,-56.326403869919126,-50.70896871616733,-58.047138353659975,-65.45038965919099,-61.80137089441839,-59.26432129241398,-64.25242757147173,-66.82083090034769,-78.2640383765263,-64.3242506185769,-74.53417219136914,-70.92271807170896,-66.34610689824669,-76.08220317420817,-80.13702138363398,-82.15144005070393,-78.9805863180512,-86.885357963466,-84.57776044677023,-87.5892140801005,-81.99534845630342,-84.43457819775485
-27.967692947853056,-23.08646668069253,-28.699721129103356,-21.65712353116476,-47.67178444819158,-25.89513091638362,-41.85070808492173,-58.32678329180268,-48.894158333432806,-48.16295776873132,-43.898676616307434,-46.41322704820302,-61.883194640330416,-53.110323593660496,-71.12568245945647,-55.2659588266381,-57.39330904088439,-67.14465428100398,-74.63799296454353,-68.38978358628432,-61.63335449461736,-66.47290685439906,-69.18555810321854,-76.92360536164593,-71.56636366984709
-39.68269293259219,-48.875755387209246,-62.08722153649294,-67.74223462200632,-64.67208857922071,-73.27292711217824,-53.97960782275141,-69.53308562186318,-62.848601508466565,-69.83866475742515,-69.46136138425946,-82.1525764856505,,-86.72851305211375,,,-87.80538739442838,,-82.71917615204639,,,,,-82.71917615204639,-82.71917615204639
-42.975834185662464,-51.53973318955804,-55.97427196688909,-53.16108688617534,-52.847871018158045,-67.09154922570302,-72.56272748905916,-71.328673587223,-77.65270911366741,-73.13137817199242,-87.00177074938505,-78.6209505828131,-84.77034776239894,-82.67864833872548,-82.70783482387581,-89.81596416443124,,,,,,,,,
-27.149338398355816,-28.0367818620311,-31.2233750227436,-39.296497302409975,-42.50861673073566,-37.680148160988644,-47.908706473109405,-55.86642873241785,-57.343367555026745,-56.447177969362876,-58.17535905209535,-66.0847792283336,-70.2303796236025,-74.97946036855288,-76.31078936828779,-72.27597296556166,-72.42949196969285,-78.14493395786572,-82.05197789543939,-84.0101492854021,-75.06003706381549,-76.46829477861382,-88.8539737631311,-86.11583344085025,-84.43392192215339
-30.062691326758657,-33.90282134984805,-44.598680315647464,-37.48723294155252,-38.86756947484375,-39.073000634419266,-38.34976124756557,-48.598293261572614,-59.12400142451028,-51.37109053470387,-50.65796542200602,-55.94130672290013,-61.983643406969335,-55.416997339394094,-64.75026529686728,-69.88824130629757,-63.77505201346243,-60.453444202623814,-74.1451513424732,-71.33314359179099,-72.0191029572699,-87.20775089348139,-73.79629287476924,-82.79371398925473,-71.31510743019393
-30.25325029344156,-37.406249936592566,-55.56913065333923,-36.27936655594031,-45.98352686112945,-56.872399079059306,-54.23342530046579,-58.24031107048503,-57.22942429758583,-65.83400402072833,-62.81587737258236,-68.12504519264368,-75.10283632361376,-73.82616849656331,-83.38967745811992,-79.67850676531658,-77.02511838743683,-77.25730507650285,-80.35488321782643,-81.64555565891469,-80.4354797749582,-87.96675450540205,-74.19910821496828,-81.62531108289734,-83.4312145499383
-39.759752270658616,-31.302484749033216,-36.798591305399725,-48.808403643213225,-62.28464427453214,-41.850487637547964,-58.65638658652458,-55.74425429896119,-56.76228111338162,-60.15040029539157,-57.7426344361016,-50.264087842522606,-65.76895367198433,-69.20592516670774,-76.09515204208532,-68.35549519370278,-73.79924726815914,-72.81310389657177,-80.90198972443059,-67.61372524738027,-74.70891321067212,-79.43955328848521,-74.51166183993712,-80.69226185699563,-75.26202579709637
-44.627527677883286,-66.26546205969409,-62.88030144196875,-53.79504055313114,-63.30772945280234,-64.73094119879255,-65.94162333423374,-69.99811343638068,-72.46053964743766,-71.32952826966279,-82.62836053130405,-85.43181172519822,-84.25148902800603,,-89.20284948850508,,-86.27486288034811,,,,,,,,
-35.84993397008677,-38.69964846331389,-60.71439204825934,-45.08875390799813,-43.23837113449897,-51.199529819078414,-43.68102831335025,-55.41696841925721,-77.73883378906888,-61.570748266271764,-74.37162879504153,-61.82833052962452,-62.01394275970146,-74.8931634577758,-86.7139540092276,-82.02728714875622,-82.40212440392484,-76.83163076662244,-85.40540518551919,-87.18411720820129,-84.21330888277957,-82.4261974989027,-85.01912003121032,,
-27.115979766574387,-29.594331730277766,-33.323366878901744,-27.09500434746883,-26.454561082684837,-45.23781175180176,-42.87881019015002,-44.28107371960345,-47.18353877595283,-49.00146503015339,-59.66748390943965,-50.995646068571574,-47.90296396394881,-45.21924870288538,-65.08162451081185,-57.47841845590543,-55.92853306938588,-54.432025009358505,-53.50151748682921,-64.74317555396284,-73.89882479040901,-71.14831286354078,-76.56656786046842,-83.49110925169066,-74.90567228771036
-42.0543392819636,-38.64986259384368,-43.098517140631245,-46.76272935386684,-43.28288588700765,-57.59561815204866,-68.02833569523301,-55.51066375766831,-74.58489089814256,-71.28057923210913,-75.92728079168202,-83.24294452015539,-77.82596882100064,-89.41626704818752,-87.03429950835822,-82.49800574706484,-82.30980508284475,-83.8417785002835,,-87.29609712421713,-87.29609712421713,,,,
-43.941011608831914,-48.484275888666474,-44.98597868378616,-50.34775136012406,-61.90340088340099,-64.98448955011165,-61.16477825511951,-64.59574610867034,-68.1236097129359,-82.00763856722158,-76.26078902958908,-73.84216496930866,-88.26106265254916,-84.70713692357769,,-84.09856005432104,,,,,,,,,
-30.46075253046368,-44.95227120338196,-40.89979188136241,-42.3913646504174,-53.66100271073005,-44.986583679583624,-47.44391175445026,-55.88380357115422,-60.35867624618988,-59.30573755086651,-64.20084992247462,-59.84291863145619,-72.89768158650999,-71.18244735332536,-73.1339914824317,-70.35980255107143,-75.22146597676179,-72.72469569013882,-74.93209893219569,-73.63333399899122,-84.01994924665938,-78.63978668271756,-89.29092096925143,-89.73325662119227,-82.39847728756864
-24.322567204178185,-23.885137723500684,-31.718636626648532,-28.983011204434302,-36.14965565215744,-38.787474845490834,-28.389533514680572,-39.12160070209883,-37.034102567806336,-36.426833278116355,-44.07943221148521,-39.012231305468234,-40.43427548734979,-33.4401569243984,-36.042697998278264,-53.85458328095394,-46.065663248664215,-47.88040155219223,-55.44460211141003,-50.096114407211076,-49.872056694319575,-60.60839242923621,-58.74236565824799,-61.829637276067935,-56.02952472760855
-25.311329837208103,-41.76919447397362,-37.02837022542454,-46.29507747983747,-64.28772061984124,-52.32357000488531,-67.30412264518736,-65.45708449908388,-68.77760164145262,-74.16854782133476,-77.69655404332255,-70.16626473334152,-79.58395126360256,-81.10025404627795,-81.04920527193208,,,,,,,,,,
-36.02879829542047,-40.3018671336599,-48.13709374279916,-50.177737910026586,-54.922510271288495,-71.82619232248454,-58.75528030601558,-55.97724525624833,-58.07618365911084,-66.71197897332496,-66.74796459820311,-75.40528650780533,-77.32317576355454,-78.18080436049301,-85.02973260944155,-84.10250485993696,-83.69682878275862,-81.89578262331544,-83.80921845134051,-88.34341888751642,-88.34341888751642,,,,
-30.12772711897107,-48.00206602255432,-55.13583361910845,-45.73761862689228,-62.741378440700814,-53.10705042519397,-65.59679580940781,-66.6370111189597,-63.969345938712024,-78.54768767173701,-81.58816059570691,-73.43698501507981,-68.89988587587223,-74.66866383866144,-71.4781217972781,-84.03189474568907,-80.08945948011264,-84.0515574367524,-89.25547131707563,-81.87963613657551,-83.85560058180747,-83.48863088272289,-83.00598086874571,-87.77194880292258,-77.61423545549293
-34.19674155439259,-43.78710162487789,-38.95884616195534,-53.99112248930197,-51.52778352501045,-60.1662871015847,-62.150776150928245,-82.12135676305881,-60.57921476340961,-61.1031495895757,-75.13291704211925,-75.34240659361029,-77.30334458176962,-77.3587300586949,-81.68898052244289,-83.44489766401526,-82.08044914409598,-78.75183672462947,-79.06047576745118,-69.6178956480551,-83.81141012564562,,,,
-22.72546679730528,-30.945570120853578,-26.108331675167307,-26.8699846956578,-29.256095807593486,-28.04996913817635,-31.124069640995522,-45.0730564455385,-33.967878711981115,-36.35528946092254,-28.869535348672834,-38.991139058718396,-31.999350453939815,-36.10530363057435,-57.35899428665435,-64.10924903821183,-60.950349514573496,-65.01555027768272,-67.07394927333519,-67.26279028523155,-67.8678117638255,-67.59028212110613,-71.01155047252303,-75.17166000311761,-64.32642833199922
-55.73930789384386,-55.32160795247597,-44.559724377337965,-58.64200883027411,-49.19456475408329,-71.27945292196294,-65.23879731478563,-59.48533287681147,-60.47357978508959,-80.90480855459673,-65.66614486234448,-60.87923579616694,-66.14266659623603,-78.21692335837378,-77.86128473693022,-71.55606489380355,-85.34542250049641,-76.29651863039268,-77.06338507296118,-79.24151556086883,-84.50556202891663,-86.33449274643131,-71.98660916065772,-73.40763901610592,-82.04912639347002
-28.317241924311517,-27.51670697695,-27.61066159436144,-28.539648368289686,-38.18001212442904,-36.02041674392368,-41.538666281307904,-44.190966071443924,-39.01540197120212,-44.002889066718424,-37.733958109031455,-48.490299680145796,-59.67255265737929,-47.47011358308165,-49.95912241810935,-60.966221656914165,-55.851848185058245,-56.08933732209102,-68.03271751566142,-66.58746609378163,-81.22000743002887,-78.50978937155031,-67.85502834999824,-73.07669254201814,-74.22263258898161
-38.13595587664483,-47.08756893300179,-41.624530123920984,-49.82030223997991,-46.13382207007062,-39.28397286260313,-45.91904802499129,-49.34618253738531,-54.735109691646144,-61.112325249688666,-64.47842425037032,-59.988322487901186,-62.055093925211644,-63.45130657697169,-64.83401340143259,-64.59910118567781,-75.55332293063124,-76.86668262957248,-83.60275329791166,-78.50768715674286,-81.32854357569397,-84.97505724007944,-80.40776626282106,-73.48248446796704,-77.95205970638276
-48.463802518638474,-53.37140890759202,-51.70566142198582,-55.634531117685654,-59.44228734141019,-69.87049277331947,-55.10500364109349,-67.66498046979625,-56.56405740693565,-74.92893596355472,-75.31801705078986,-88.61267479180063,-79.23257381979315,-87.4410647538976,-89.46223865688255,-86.8672676031957,-81.31603494093896,-88.20735756373936,-88.20735756373936,,,,,,
-32.93664763742498,-35.39373521822779,-45.76792114648825,-40.17019811403204,-49.32080219295448,-46.78816698926492,-49.445189869584475,-48.24476195336008,-45.14145099749715,-61.80025979586262,-51.145215285201154,-50.870629518639745,-53.27179583054071,-62.96127837066018,-59.426786586282766,-62.82171853555664,-64.72951360748003,-67.83936725198656,-68.75778230700882,-78.18661295764996,,,,,
-18.780215638112004,-29.432557526229704,-49.73957719309496,-28.412614717121055,-33.33037146485752,-34.25787264469904,-32.91185111522,-48.06126968790816,-41.255939263540476,-50.73150988223166,-48.2739801153474,-68.57738452392685,-57.43210225519978,-55.45339724573739,-54.88763486347525,-51.45945369603179,-60.17013471139929,-56.49191361581992,-53.69855485341677,-62.02719290407437,-63.779466562952564,-59.27366347233431,-57.71358616931612,-60.24941877036145,-80.95986733145156
-19.751337563040813,-38.88145728059206,-35.65604110155893,-43.47369881677805,-45.103748417761416,-44.650453528463736,-47.10868334005095,-41.24400903334341,-50.2913626741896,-54.465810251053014,-55.33256883170847,-65.95762892926106,-68.0407093452913,-65.08610789359892,-79.94064815829181,-79.22431697189677,,,,-88.12306724571559,,,,,
-37.288566684400145,-41.67399620753303,-48.84471920300215,-55.721491643515954,-64.66221087338029,-66.48382167810497,-68.033082910457,-64.46928916462643,-76.24577178101143,-68.83629552237925,-83.95328085500262,-88.64156399673885,-84.74153060640229,-85.44061002756654,-87.7591047903499,-89.32402054966803,,,,,,,,,
-27.36910196579956,-31.290191006424692,-29.255994464526488,-46.12747739359679,-51.50110560068649,-49.81253445007209,-58.522580996549614,-60.00475725333442,-56.690125359847244,-62.899992323947814,-72.26409853445233,-65.21730689611185,-79.901020836788,-78.68847464755537,-75.82501036724817,-77.19482188227482,-88.59259759768632,-74.38596371128956,-84.62037923884851,-84.9903137854056,-85.38469313641784,,-89.71475953581694,-78.6090589985831,
-33.50061312290559,-51.912852062552716,-44.92826218479673,-63.31351884373742,-58.70886741181317,-73.19352602257837,-66.55340050387964,-68.21143089375757,-71.58557404265066,-74.42701042592054,-70.24952822135471,-86.31592029702011,-85.24843788151347,-89.43169860450776,-89.05553925189886,-87.4234667655891,,,,,,,,-89.17947757835705,
-35.995245302123124,-50.054057973250835,-40.68165131137232,-55.6379403632261,-48.390016802752186,-56.645980776609115,-55.1761216795474,-50.6798469979045,-53.82747415178885,-56.14659974527146,-61.75310995281249,-68.05589552644321,-65.59955341286616,-71.02218218620787,-78.88060260175567,-72.65824775452757,-80.44582571269582,-81.47425784018252,-86.62104683672113,-61.67651614480978,-79.12459297649521,-77.29242329211034,,,
-35.799328844946636,-48.42548131378624,-53.19161923534209,-53.85968658626336,-62.36760381517543,-61.51956175614583,-54.593941898157304,-60.28458961743118,-60.30713201433461,-72.66357983154732,-65.03766974782175,-76.76685790428581,-70.5762754961127,-80.73337376067539,-78.69352783782887,-76.81681483422042,-75.67240363501122,-84.24335122090932,-82.98472816666009,-88.95900415264674,-84.98754380865101,,-87.26355377404956,,
-39.98123506365652,-56.01013928975116,-52.988605143022085,-43.653808016488824,-46.50525713915883,-46.41333679934595,-50.29532667865206,-56.67389983424445,-62.24361513878606,-73.80847046158462,-72.42841787734848,-66.78799739151737,-84.89475653387159,-71.01607685197456,-73.4039103012798,-80.45137108900373,-85.50852479294171,-76.81130504197164,-76.90861137136652,-84.29168676925866,-85.96521166451365,,-82.89728286568635,,
-47.297650366354695,-46.142384924697744,-49.413506087210095,-51.838741621172396,-49.884801790284854,-59.58513287100595,-68.28361424329215,-65.41459717671182,-65.31154815729798,-59.06850376452569,-85.7572665280238,-83.26721953136084,-68.98780966444737,-67.58419674740705,-82.85752868959267,-79.33463180683789,-83.58801622921004,-87.3407287617017,-77.96320780159468,-86.56573662576793,,,,,
-20.24077256574713,-22.49198697570482,-36.81053664616569,-28.830450948142428,-26.46029560924528,-31.057961394853365,-61.45245236473191,-33.07250847558715,-55.952662814498176,-50.08241915695238,-46.64932865589816,-51.3801089456264,-59.29844276019571,-44.65864589425016,-52.585619840122625,-50.852189196316694,-59.71639517572134,-57.350294572628684,-62.32415384492216,-55.27669573503631,-61.88614503587366,-65.33971774553098,-71.64199551208942,-67.49689849092069,-73.10408845452503
-44.56600116014086,-59.859151718195875,-46.615121221573645,-57.6934713315356,-38.55349617861125,-53.07242535790402,-68.33261124070806,-61.87184528818552,-70.58829165636391,-69.78591640858573,-64.24654008214134,-68.68730221291469,-78.93901328788506,-74.28448771263237,-82.14239147831931,-86.1318860873107,-82.38326211259736,-86.82703745460556,-88.37264526001044,-86.88142275486165,-88.97369222472969,-86.46275210663276,,,
-22.980029759230465,-31.094008631407075,-37.79526713149146,-35.503398673727865,-32.78166842478857,-37.06057449562404,-42.41208567444634,-53.18156194633961,-54.48719398680184,-50.88554903043612,-54.92343177906479,-51.94181724691955,-55.476430752589344,-60.55861643329905,-55.16803998146184,-58.21897450085924,-71.14817995247597,-71.87100430617252,-71.59684009728174,-74.74699988750992,-66.60977763302431,-66.97655544455917,-73.81200153042974,-73.83247676344419,-74.16080909588585
-26.592178551984002,-34.2434618182636,-36.568209332110435,-44.82215355157876,-42.83772285459348,-43.44629508265179,-45.492951204272,-50.757764983026945,-54.547063780722915,-65.64025124285321,-59.08915842148269,-54.965809230485284,-63.04417890851193,-71.36939106474463,-88.27622216845147,-63.68582472782254,-65.17112278873047,-81.35408113769549,-86.60051299378124,,,,,,
-36.55524663274499,-43.0482322431444,-51.16364825520399,-57.24104054225944,-63.16763050418858,-67.29182569100638,-64.79631797153081,-78.31846988198753,-79.51852216297185,-86.75021984970101,-80.19992402229744,-85.5136321618311,,,,,,,,,,,,,
-26.32742110100559,-26.200103657350017,-37.12583295994833,-33.506873869613315,-59.101495737898205,-45.60447825337656,-51.667075535008095,-60.0670860352656,-58.840587964938976,-57.33783163448712,-60.368841146844986,-65.18241955082316,-66.7451387088175,-79.0767860864728,-68.38340667473703,-67.69121375738071,-81.05884932998124,-74.76602071255833,-82.70727577394484,-82.79258968891982,-88.0988483687158,-80.25677848069209,-85.31133787093242,-79.5443363595778,-80.77570715051024
-33.39216345469385,-31.680300912933255,-47.21020805818105,-38.613372057829096,-39.00387042118442,-50.47658970935225,-51.72955138670077,-46.15211170273749,-69.03104538200685,-66.98486718098447,-61.51586875857097,-62.25277745959008,-71.17263154909631,-68.51844800784798,-89.1841767353358,-82.43157555724689,-88.13835286197785,-72.52618523464719,-76.92435644834576,-83.21435011949175,-78.28601605139372,-86.180687385019,-81.07068708024016,-77.98597348473473,-83.95213505611756
-41.655655090075435,-43.084823638566306,-43.029047836129806,-54.50335336463547,-57.041091974012446,-52.04964004268728,-49.69001252004035,-51.1606177852786,-64.8132823707353,-55.362616086608504,-54.09000593659639,-63.606884639216524,-77.0101840940294,-71.62437156078401,-70.96913022356381,-72.50914135535768,-77.79333149965203,-87.72221904646405,-76.73444102783955,-76.79661117650785,-87.64468153028263,-84.13567111086627,-81.091942221719,-89.42897723055202,-83.3222369367264
-37.682369584748606,-45.76381260531242,-46.03851202651675,-38.08328054337052,-44.62355253308926,-58.50117261880764,-52.28701185976604,-71.45653925105047,-76.12334407843619,-61.659094129970356,-65.7196094705586,-69.95248813834282,-66.6925950512394,-71.67136848016037,-72.60124791311799,-80.7055707170697,-75.2918810586349,-67.77181034527153,-75.92100937235425,-81.46907092407824,-78.0375570677296,-85.5497680227696,-86.10979047356395,-87.40005263048326,-76.44113852566339
-14.035106357933431,-19.051271544198315,-26.39720460349379,-27.768017037392823,-28.47534730109213,-44.304086898432224,-37.41816364756157,-42.364640789494054,-38.72585653290604,-44.07807335364364,-44.371089884193246,-51.201566712348885,-43.94012911541045,-47.30961097146301,-58.36145741384223,-65.29512293313563,-57.08751130846577,-65.13306995195956,-68.01814242319713,-61.7740290281997,-65.9977651372615,-68.91148318849548,-71.27800432391327,-70.6610789208333,-76.69339420097958
-29.477835004030066,-29.79431600820241,-29.093038823848115,-41.94675439047271,-26.63083810280185,-41.43874175932098,-44.07972843273422,-49.37171090294092,-58.91216298797735,-74.37454601931468,-69.48179555799733,-78.21356645594501,,-73.58827947791845,-59.1309669224106,-66.11814537280853,-76.66748303659139,-81.22408558717328,-79.60145522274983,,-80.59267903017589,,-86.52777977155372,,
-59.19677725855417,-53.37705186080745,-48.45573800032451,-52.12409170838909,-67.22716066672344,-61.70854056239102,-68.21065221845556,-76.3921051293658,-88.34098731282953,,,-89.0468022045991,-82.50002729619351,-86.99245833332492,-86.6833909215757,,,,,,,,,,
-16.31341586124993,-14.210939264382514,-24.328951691873222,-53.307191520273534,-43.10905229716254,-40.04207303021924,-35.9636564100166,-31.558289097277868,-31.064746266366992,-43.583267521495735,-43.933257089723575,-52.891410506313505,-47.46257108595995,-51.652708508402064,-53.68465225388953,-44.078788581788274,-45.504427964673944,-55.56043704351117,-48.50595847119468,-73.96692162581691,-55.4429147370134,-66.14017963386058,-56.270022847945754,-65.7157998814956,-74.31414924542071
